"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","2514907889761","#16776","One-time","order","product","No","671347671137","Returning","1","32.97","32.97","0","32.97","32.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","2311646281825","#14541","One-time","order","product","No","3198317133921","First-time","1","32","32","-8","40","32","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","2311031849057","#14521","One-time","order","product","No","2685070737505","First-time","1","32","32","-8","40","32","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","2351207907425","#14988","One-time","order","product","No","3242274586721","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2254972256353","#13942","One-time","order","product","No","3051104632929","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2490563592289","#16413","One-time","order","product","No","3402041131105","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2311020511329","#14519","One-time","order","product","No","3159105011809","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2465928052833","#16071","One-time","order","product","No","3372624904289","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4641054982389","#29133","One-time","order","product","No","6033701044469","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2614157705313","#17699","One-time","order","product","No","3529058680929","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2311106756705","#14522","One-time","order","product","No","3062843244641","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3060163805363","#18964","One-time","order","product","No","4441344147635","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3126979625139","#21477","One-time","order","product","No","4532506919091","First-time","1","30.59","30.59","-5.39","35.98","30.59","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2317830979681","#14621","One-time","order","product","No","1216841515105","Returning","1","30","30","0","30","30","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3078662258867","#19363","One-time","order","product","No","4463383380147","First-time","1","29.98","29.98","0","29.98","29.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3064393760947","#19064","One-time","order","product","No","4446022992051","First-time","1","29.97","29.97","0","29.97","29.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3065863143603","#19101","One-time","order","product","No","4447643271347","First-time","1","29.97","29.97","0","29.97","29.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3208083079347","#22686","One-time","order","product","No","4634162954419","First-time","1","29.97","29.97","0","29.97","29.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3065030541491","#19085","One-time","order","product","No","4446710399155","First-time","1","29.97","29.97","0","29.97","29.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3656072003763","#23173","One-time","order","product","No","5041099931827","First-time","1","29.97","29.97","0","29.97","29.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4677003673845","#30096","One-time","order","product","No","6079623201013","First-time","1","29.62","29.62","-5.22","34.84","29.62","0","0","0","0","0","0","0","16","1","0","16","16","16"
"No","paid","fulfilled","2625255932001","#17793","One-time","order","product","No","3539262505057","First-time","1","28.98","28.98","0","28.98","28.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2630308266081","#17821","One-time","order","product","No","3544053743713","First-time","1","28.98","28.98","0","28.98","28.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3667202244787","#23250","One-time","order","product","No","5053780951219","First-time","1","28.03","28.03","-4.94","32.97","28.03","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3725780353203","#23702","One-time","order","product","No","5133742342323","First-time","1","28.02","28.02","-4.94","32.96","28.02","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","4036305682611","#26020","One-time","order","product","No","5561768509619","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4101508169907","#26425","One-time","order","product","No","5711152218291","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3101882876083","#19812","One-time","order","product","No","4489699786931","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4100673536179","#26417","One-time","order","product","No","5280530333875","Returning","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4576774521077","#27394","One-time","order","product","No","5955353575669","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4602023903477","#28315","One-time","order","product","No","3161667076193","Returning","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3158730834099","#21920","One-time","order","product","No","4568862130355","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4602053853429","#28317","One-time","order","product","No","5984018628853","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2739854114913","#18376","One-time","order","product","No","3655525433441","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4637468918005","#29075","One-time","order","product","No","6029805977845","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4658475827445","#29647","One-time","order","product","No","3438432026721","Returning","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3742967136435","#23853","One-time","order","product","No","5160439840947","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3721707159731","#23668","One-time","order","product","No","4579612000435","Returning","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4649295085813","#29343","One-time","order","product","No","795765121","Returning","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4637777985781","#29083","One-time","order","product","No","6030245200117","First-time","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2311012221025","#14518","One-time","order","product","No","598002401377","Returning","1","27.99","27.99","0","27.99","27.99","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4649328214261","#29348","One-time","order","product","No","3379570573409","First-time","1","27.96","27.96","0","27.96","27.96","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","2614283698273","#17701","One-time","order","product","No","3432164491361","First-time","1","26.33","26.33","-4.64","30.97","26.33","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","2714047807585","#18279","One-time","order","product","No","3623671562337","First-time","1","26.33","26.33","-4.64","30.97","26.33","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3055357919411","#18896","One-time","order","product","No","4435413008563","First-time","1","26.33","26.33","-4.64","30.97","26.33","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","2752177078369","#18437","One-time","order","product","No","3668407550049","First-time","1","26.33","26.33","-4.64","30.97","26.33","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3113106571443","#20602","One-time","order","product","No","4516567875763","First-time","1","26.32","26.32","-4.64","30.96","26.32","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","4605810868469","#28392","One-time","order","product","No","5988497228021","First-time","1","26.26","26.26","-4.63","30.89","26.26","0","0","0","0","0","0","0","11","1","0","11","11","11"
"No","paid","fulfilled","3111624605875","#20164","One-time","order","product","No","4490703012019","First-time","1","25.49","25.49","-4.49","29.98","25.49","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3102269866163","#19828","One-time","order","product","No","4490073309363","First-time","1","25.49","25.49","-4.49","29.98","25.49","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2473051488353","#16195","One-time","order","product","No","3382438527073","First-time","1","25.49","25.49","-4.49","29.98","25.49","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3201684865203","#22589","One-time","order","product","No","4625945591987","First-time","1","25.49","25.49","-4.49","29.98","25.49","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3103618105523","#19876","One-time","order","product","No","4489861922995","First-time","1","25.49","25.49","-4.49","29.98","25.49","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3117415301299","#21137","One-time","order","product","No","4521927573683","First-time","1","25.49","25.49","-4.49","29.98","25.49","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4086308241587","#26331","One-time","order","product","No","5684753891507","First-time","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","2430202740833","#15632","One-time","order","product","No","3329457422433","First-time","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3113014067379","#20535","One-time","order","product","No","4516477534387","Returning","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","2767826845793","#18534","One-time","order","product","No","3681861894241","First-time","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3028601667763","#18779","One-time","order","product","No","4403871252659","First-time","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","2450328092769","#15840","One-time","order","product","No","3354178715745","First-time","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","3089547624627","#19550","One-time","order","product","No","4474650755251","First-time","1","25.48","25.48","-4.49","29.97","25.48","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4639069733109","#29103","One-time","order","product","No","6031781724405","First-time","1","25.45","25.45","-4.49","29.94","25.45","0","0","0","0","0","0","0","6","1","0","6","6","6"
"No","paid","fulfilled","4581684150517","#27527","One-time","order","product","No","5960370651381","First-time","1","25.45","25.45","-4.49","29.94","25.45","0","0","0","0","0","0","0","6","1","0","6","6","6"
"No","paid","fulfilled","4642532360437","#29150","One-time","order","product","No","6035194872053","First-time","1","25.45","25.45","-4.49","29.94","25.45","0","0","0","0","0","0","0","6","1","0","6","6","6"
"No","paid","fulfilled","4670135402741","#29992","One-time","order","product","No","6070849667317","First-time","1","25.45","25.45","-4.49","29.94","25.45","0","0","0","0","0","0","0","6","1","0","6","6","6"
"No","paid","fulfilled","3943532101811","#25398","One-time","order","product","No","5422605467827","First-time","1","25.42","25.42","-4.48","29.9","25.42","0","0","0","0","0","0","0","10","1","0","10","10","10"
"No","paid","fulfilled","4566825369845","#27153","One-time","order","product","No","5932216385781","First-time","1","25.42","25.42","-4.48","29.9","25.42","0","0","0","0","0","0","0","10","1","0","10","10","10"
"No","paid","fulfilled","3934429741235","#25316","One-time","order","product","No","5413043667123","First-time","1","25.41","25.41","-4.48","29.89","25.41","0","0","0","0","0","0","0","11","1","0","11","11","11"
"No","paid","fulfilled","4666401587445","#29905","One-time","order","product","No","6066563121397","First-time","1","25.41","25.41","-4.48","29.89","25.41","0","0","0","0","0","0","0","11","1","0","11","11","11"
"No","paid","fulfilled","4592297705717","#27928","One-time","order","product","No","5973279113461","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648905113845","#29315","One-time","order","product","No","5932892684533","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2591378276449","#17498","One-time","order","product","No","3509075509345","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2591262867553","#17492","One-time","order","product","No","3508964589665","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4591696281845","#27894","One-time","order","product","No","5971723321589","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4591966060789","#27905","One-time","order","product","No","5972663402741","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4695053631733","#30455","One-time","order","product","No","6105971425525","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4595842318581","#28051","One-time","order","product","No","5977422659829","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4568513609973","#27210","One-time","order","product","No","5945317032181","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4589581992181","#27801","One-time","order","product","No","5967943794933","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4560404644085","#26815","One-time","order","product","No","5934699479285","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2595243753569","#17546","One-time","order","product","No","3512147640417","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4599562404085","#28243","One-time","order","product","No","5981127311605","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4599507157237","#28241","One-time","order","product","No","5981077635317","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4643068641525","#29163","One-time","order","product","No","253874798622","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3712893649075","#23593","One-time","order","product","No","5121682079923","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4558380794101","#26738","One-time","order","product","No","5932503761141","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4560731865333","#26901","One-time","order","product","No","5935113109749","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648917172469","#29318","One-time","order","product","No","5993482387701","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2657986773089","#17963","One-time","order","product","No","3572898824289","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4649021898997","#29331","One-time","order","product","No","350811521","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4611554181365","#28515","One-time","order","product","No","5996715311349","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648444985589","#29290","One-time","order","product","No","6044331180277","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4564110344437","#27104","One-time","order","product","No","5940632486133","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648978317557","#29327","One-time","order","product","No","4516311924915","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4559772418293","#26795","One-time","order","product","No","5708354486451","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4560397861109","#26813","One-time","order","product","No","5934699479285","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4606574231797","#28415","One-time","order","product","No","5989486067957","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","2591388762209","#17499","One-time","order","product","No","3509083045985","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4576350109941","#27377","One-time","order","product","No","5954978545909","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4598406086901","#28187","One-time","order","product","No","5979973615861","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4649410527477","#29356","One-time","order","product","No","475119419422","Returning","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4597412856053","#28120","One-time","order","product","No","5978966229237","First-time","1","24.99","24.99","0","24.99","24.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4605192241397","#28381","One-time","order","product","No","5987582345461","First-time","1","23.96","23.96","0","23.96","23.96","0","0","0","0","0","0","0","4","1","0","4","4","4"
"No","paid","fulfilled","2482248679521","#16299","One-time","order","shipping","No","3389977395297","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311193428065","#14527","One-time","order","shipping","No","2209746255969","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4626270978293","#28870","One-time","order","shipping","No","5337069617331","Returning","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3645268951219","#23070","One-time","order","shipping","No","5030142214323","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2752177078369","#18437","One-time","order","shipping","No","3668407550049","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3656072003763","#23173","One-time","order","shipping","No","5041099931827","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4605810868469","#28392","One-time","order","shipping","No","5988497228021","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2449390698593","#15819","One-time","order","shipping","No","3352217714785","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3799981228211","#24295","One-time","order","shipping","No","5262373322931","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2520108466273","#16893","One-time","order","shipping","No","3438987214945","First-time","0","23.95","0","0","0","0","0","23.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","4599806755061","#28263","One-time","order","product","No","5981414555893","First-time","1","22.99","22.99","-22.99","45.98","22.99","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","4622127890677","#28768","One-time","order","product","No","6008968511733","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648893841653","#29313","One-time","order","product","No","4870494209","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4588748308725","#27762","One-time","order","product","No","4637917380787","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648924348661","#29319","One-time","order","product","No","6044859891957","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4684473041141","#30233","One-time","order","product","No","403243841","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4643262398709","#29177","One-time","order","product","No","5926835716341","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4567163994357","#27170","One-time","order","product","No","5943718609141","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4009358950579","#25858","One-time","order","product","No","5529238929587","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4556286525685","#26685","One-time","order","product","No","5930184933621","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648980807925","#29328","One-time","order","product","No","5968294478069","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4620307562741","#28713","One-time","order","product","No","6006795469045","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648888631541","#29312","One-time","order","product","No","4642201370803","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4558522581237","#26741","One-time","order","product","No","5932628869365","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4648876114165","#29307","One-time","order","product","No","3633652891745","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4577007108341","#27401","One-time","order","product","No","5955565977845","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4649024028917","#29332","One-time","order","product","No","948051247201","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4597186527477","#28110","One-time","order","product","No","5978738065653","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4052794048691","#26145","One-time","order","product","No","5582587363507","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3994371981491","#25758","One-time","order","product","No","3434748674145","Returning","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4643518284021","#29186","One-time","order","product","No","6464676609","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4615066550517","#28578","One-time","order","product","No","4472353390771","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4577851900149","#27414","One-time","order","product","No","5956466704629","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4658579996917","#29651","One-time","order","product","No","6056308900085","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4689456529653","#30317","One-time","order","product","No","6095686566133","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4650886955253","#29390","One-time","order","product","No","6022111494389","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4572591128821","#27311","One-time","order","product","No","5951495078133","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4044524388531","#26084","One-time","order","product","No","5571306094771","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4050941018291","#26127","One-time","order","product","No","5579620876467","First-time","1","21.99","21.99","0","21.99","21.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","3132662579379","#21558","One-time","order","product","No","3306703454305","First-time","1","21.98","21.98","0","21.98","21.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","2515289243745","#16789","One-time","order","product","No","3172960239713","Returning","1","21.98","21.98","0","21.98","21.98","0","0","0","0","0","0","0","2","1","0","2","2","2"
"No","paid","fulfilled","3114787569843","#20938","One-time","order","product","No","4519083475123","First-time","1","21.97","21.97","0","21.97","21.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4645212258549","#29211","One-time","order","product","No","5719566057651","Returning","1","21.97","21.97","0","21.97","21.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4644759208181","#29205","One-time","order","product","No","6012189671669","First-time","1","21.97","21.97","0","21.97","21.97","0","0","0","0","0","0","0","3","1","0","3","3","3"
"No","paid","fulfilled","4648954921205","#29326","One-time","order","product","No","1995652865","Returning","1","21.95","21.95","0","21.95","21.95","0","0","0","0","0","0","0","5","1","0","5","5","5"
"No","paid","fulfilled","4659244433653","#29672","One-time","order","product","No","6057256157429","First-time","1","21.25","21.25","-3.74","24.99","21.25","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4621315211509","#28746","One-time","order","product","No","6007914922229","First-time","1","21.25","21.25","-3.74","24.99","21.25","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4690240274677","#30335","One-time","order","product","No","6097341415669","First-time","1","21.25","21.25","-3.74","24.99","21.25","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4609521189109","#28480","One-time","order","product","No","5994276159733","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4592803217653","#27948","One-time","order","product","No","5973906915573","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
"No","paid","fulfilled","4606187438325","#28405","One-time","order","product","No","5988965974261","First-time","1","20.99","20.99","0","20.99","20.99","0","0","0","0","0","0","0","1","1","0","1","1","1"
